@relation comentarios_base
@attribute comment string
@attribute classificador {positivo, negativo, neutro}
@data
"pior milhares brasileiros ainda capazes votar nesse bandido", neutro
"aqui brasil senador amo pais vergonha dessa situacao mediocre", neutro
"lula trabalhado etica honra dado grande salto desenvolvimento social economico ambiental seriamos hoje pais exemplar infelizmente lula companheiros fizeram carta povo deram continuidade programas psdb sentaram cadeiras roubaram indiscriminadamente hoje pais retorna indices decadas", neutro
"idolatria magote imbecis faz desse homem abestalhado hopotetico psicotico", neutro
"ainda doido quer enxergar roubos lula praticou pais", neutro
"brasil jeito senador pode acontecer tudo politica hoje podre", neutro
"brasil lei arcaica burocratica", neutro
"brasil possivel pais justica pais faz conta pais constituicao seria", neutro
"pior querer ser presidente pior gente vota tralha desta", neutro
"povo incluindo aprender votare nao candidatosficha limpade boa indole vota nulo", neutro
"pior temer ninguem votou nele denunciado duas vezes varias provas comprovando participacao ninguem gosta ainda", neutro
"cade lei deveria proibir lula fazer campanha eleitoral condenado reu deveria fazer campanha afronta", neutro
"problema lula sim povo cultura vai votar nessa ameba", neutro
"dificil achar politico honesto particularmente acho existe", neutro
"devemos exigir grandes mudancas legislacao brasileira desde responsaveis pensem primeiro povopais neles", neutro
"alguem fala legal propaganda colocando lula vitima", negativo
"chance aproveitou soube roubar agora cadeia nele", neutro
"brasil bandidos privilegio falhas leis", positivo
"senhor vai ser eleito ano vem tudo vai mudar acredito", neutro
"pior ainda pensa homem deste pode ser votado problema sim vota neste desqualificado", neutro
"pode permitirem lider quadrilha organizada candidate presidente republica", neutro
"lulapensa igual maioria justica brasileira gosta ladraopor sera candidato", neutro
"impressao maioria povo brasileiro desprovido inteligencia amazonas eduardo braga processo lava jato ainda segundo turno outro candidato governador roubou estado quanto pode agora governador realidade triste", neutro
"politico conhece povo uns litrinhos gasolina garante uns par voto imagina resto ainda perigoso bandido eleger", neutro
"acha deus sendo presidente geracoes estarao garantindo vida boa", neutro
"pra politica desse paiz afinal todos entraran roubaran todos estao solto continuu trabalhando as1700 pra ganhar salario minimo entao quero exploda entrando nao nao vai fazer diferenca todos iguais", neutro
"vcs criaram leis para proteger agora fica mimi", neutro
"continua achando idolo povo ludibriou espero sinceramente povo acordado vendo dura realidade", neutro
"brasil pais serio primeira condenacao fica", neutro
"lula pode depressivo pesa desputar inleisaos loco pra vota ladrao dese lula fidido tao vergoinha", neutro
"psicopata cara paupresidente cela papudacertamente sera", neutro
"vergonha cara tao botando propaganda deste ladrao nada acontecido muita cara pau", negativo
"lula drveria sentir vergonha povo brasileiro falcatruas praticadas sim", neutro
"questiono todos dias real absurdo aqui acontece assim", neutro
"pessoas luladroa solucao pais surdas cegas final burras", negativo
"pior pode sistema politico brasileiro permitir candidatura sujeitos fichas tao deploraveis vemos neste pais resposta futuro nacao", neutro
"senador diz aqui manotaco afogado morto pagina virada esperando sentenca", neutro
"fazendo nobre senhor solto condenado prisao", neutro
"senador senhor ainda percebeu mora brasil onde maior ladrao mundo chama judiciario covardes continua desafiando justica todos dias assim politicos honestos populacao obrigacao barrar estas gangues", neutro
"boa pergunta cara pau faltando dar alguns cupim", neutro
"oque deixa palavras senador lula querer ser presidente povo diz votar nele novamente surra basta falta vontade trabalhar ganhar salario digno", neutro
"brasil pode tudo senador pode cidadao bem fazer alguma coisa preste lei feita bandidos", neutro
"lula poderia ter sido salvador patria maior decepcao povo brasileiro", neutro
"cara pau padrao mentiras contadas infelizmente gente acredita problema brasil povo apoia ladrao vende voto bolsa qualquer importa futuro pais proprio", neutro
"nunca enganou poderia ser homem tao preparo boas intencoes", neutro
"preso hoje gdo vez faz pensar familia lula silva razao mandam nesta espelunca chamada brasil", neutro
"vejo povo brasileira vende pouco pra duvidar elege", neutro
"todo dinheiro roubaram povo agora fazendo propaganda cada minutos todos canais aguentar daria fiscalizar onde vem toda verba", neutro
"querer pode qualquer coisao problema queremos", neutro
"ninguem deveria comparecer urnas votar anule voto povo poder", neutro
"entendo sujeito propaganda politica vitimizando horarios nobres globo clarotentativa iludir povo vezdeveria haver acao proibisse absurdo", neutro
"senador alvaro dias tao acostumado tao presente mundo vida acredita verdade assim tem ser infelizmente tem pessoas acreditam nesse crapula", neutro
"lula preso porque manipula magistrados porque provas demais", neutro
"policia federal prende homem povo clama tar fazendo mal brasil", neutro
"bebum caradepau corrupto cretino vergonha", neutro
"ainda faz campanha tazendo santo pra poder enganagar povo", neutro
"ilusao vive deveria ganhar premio pois mente maestria maior mentiroso historia pais vendedor ilusoes", neutro
"brasil acontece issoeste vagabundo pra tar cadeia incomunicavel forca", neutro
"cara nao vergonha cara pessoas acredita nele nao entendo", neutro
"entao pode ter dinheiro escondido pagar honorarios advocaticios", neutro
"vagabundo aproveitador nunca fazer nada dia fizer alguma coisa lula fez povo sim podes fazer merda", neutro
"parece conhecer lula drao povo troca voto bolsa familia dizem comprar voto crime", neutro
"problema imbecil corrupto laddrao criminoso lula querer ser presidente problemas legislacao suprema corte permitiria acontecer parcela populacao significativa ainda disposta apoiar", neutro
"adianta ninguem coragem prender mafioso pobre preso", neutro
"quer ser csndidato pra continuar enganando alienados olhos enxergam nenhum palmo nariz olhos nada veem", neutro
"porque politicos fortes convoca paralisacao parar pais greve geral acredito povo quer mudanca verdade", neutro
"pais lei dura pais leis pobre tudo possivel", neutro
"bandido ser preso ainda cima devolve dinheiro publico roubado", neutro
"realmente inacreditavel porem atual presidente apesar tudo continua firmemente protegido assim vamos passar brasil limpo", neutro
"verdade gostaria saber porque lula pode fazer campanha eleitoral epoca nojento", negativo
"pode explicar posicionamentopv sobre rotular transgenicos componentes aguardo", negativo
"querer forma escapar prisao vdd fico indignada pessoas defendem bandido", neutro
"brasil pode tudo mun pais vergonha preso noventa cento politicos brasil", neutro
"porque povo quer aqui comentarios acefalos alienados manipulados doutrinados cabresto alfafa pratinho sal", neutro
"escoria pais povo gosta ser roubado trabalhar manter quadrilha ladroes", neutro
"possivel alguem dizer ainda vota camarada", neutro
"poderia feito diferentemas preferiu continuar roubalheira vinha tempo", neutro
"sabe nada sabia mulher negociavaapto sitio linda aposentadoria", neutro
"qualquer comparsa congresso questionar alguma coisa todos vcs bandidos vez vai chegar", neutro
"brava gente brasileiragente respeita nacao", neutro
"simples acreditam profundamente burrice povo condenado propria indole refem migalhas bolsas esmolas", neutro
"pois eotima perguntaespero sinceramente dia legislacao deste pais impeca absurdo", neutro
"desejo morte lula excecao dilma todos pmdb", negativo
"pior tudo ainda pessoas dizem vao votar nesse safado desse lula deveriam colocar gente diferente alguma coisa errada pais", neutro
"voto impresso irao ganhar novo urnas eletronicas facilmente manipulados sempre", neutro
"ainda fazendo propaganda nivel nacional horario nobre vitimizando globo adere absurdo desses", neutro
"pergunta erradacomo povo minoria intencao eleger sujeito ficha politica criminal", neutro
"indignacao ainda existe pessoas idiotas defenden bebado nojento sempre jogou dous lado ganhava multinacionais pra provocar greves pra poderen subir preco produtos gente burra cega", neutro
"nunca faz nada acha deus dono brasil pensa ninguem pode colocar cadeia ladrao cara pau mentiroso", neutro
"pois dez anos voto aecio temer companhia julgados condenados votarei lula farei campanha pra ver dar troco", neutro
"porque ainda presoum ladrao galinhas aqui regiao preso vai presogostaria coisas funciona neste pais", neutro
"pudesse ser candidato muitos idiotas vendo tudo ainda votariam neleisso revolta", neutro
"entao dito cut cada preso lava jato gera desempregados logica rouba faz", neutro
"individuo chamou juiz moro parcial cara preso desacato dinheiro tudo", neutro
"pois alvaro dias neste pais impunidades tudo possivel alias participou votacao naquela tal lei ficha limpa lembra ficou simples assim", neutro
"falta vergonha deste lixo historia politica deste pais total falta respeito brasileiro", neutro
"meio tantos bandidos poder verdade condenados sistema escroto liderado camara pmdb nacional psdb cia ilimitada alem todo desservico prestado custo altissimo cofres agravados ainda corrupcao falta penalidade ratos politica maior vergonha brasileira corrupcao assassina mata brasileiro falta saude falta educacao falta seguranca falta passado presente futuro vivem alto padrao custas suor trabalhador", neutro
"pergunta deveria ser porque dao tanta corda tanto incentivo pra ser aumentando petulancia falta educacao", neutro
"bom dia senador realmente misterio procuradores lava jato juntamente juiz sergio moro ainda deram ordem prisao desacato espirito rato fala juiz moro reu curioso vigarista nunca vai voltar acinte todos pensem toda bagunca vai voltar novo comecando achar toda crise pode ter sido estrategia derrubar brasil porco fala pode tentar convencer idiotas retorno vai voltar lavagem dinheiro rombo cofres publicos coisa clara criminoso estar seguro borogodoalgum grupo forte patrocinandoalguem muita raiva vingativo sabe terrorista lula vai esmagar opositores afinal senador maluquice estar saindo anuncios propaganda politica desse verme televisoes estranho", neutro
"comunista corrupto criminoso chefe quadrilha lula pensa pode conseguirmas absoluta certeza bandido jamais chegara lafaccao criminosa nunca", neutro
"existe vergonha cara morre ladrao", neutro
"pode alguem consciencia votar praga dessas", neutro
"politico tentar ajudar lula vai afogar junto", neutro
"candidato presidente bernardes", neutro
"ladrao quer blindar", neutro
"pode pessoas ainda defender ainda pior", neutro
"quer vai querendo pega osso vai roendo", neutro
"tudo culpa", neutro
"atual presidente", neutro
"motivo obvio tratase bandido psicopata", neutro
